"","week_beginning","areauri","region","deaths"
"3232",2021-07-05,"S12000050","North Lanarkshire",1
"3233",2021-07-05,"S12000014","Falkirk",0
"3234",2021-07-05,"S12000040","West Lothian",1
"3235",2021-07-05,"S08000015","Ayrshire and Arran",2
"3236",2021-07-05,"S12000027","Shetland Islands",0
"3237",2021-07-05,"S12000013","Na h-Eileanan Siar",0
"3238",2021-07-05,"S08000031","Greater Glasgow and Clyde",7
"3239",2021-07-05,"S12000019","Midlothian",1
"3240",2021-07-05,"S08000029","Fife",1
"3241",2021-07-05,"S12000020","Moray",0
"3242",2021-07-05,"S08000019","Forth Valley",1
"3243",2021-07-05,"S08000030","Tayside",4
"3244",2021-07-12,"S08000029","Fife",1
"3245",2021-07-12,"S12000035","Argyll and Bute",0
"3246",2021-07-12,"S12000039","West Dunbartonshire",0
"3247",2021-07-12,"S08000024","Lothian",9
"3248",2021-07-12,"S12000047","Fife",1
"3249",2021-07-12,"S08000031","Greater Glasgow and Clyde",13
"3250",2021-07-12,"S12000049","Glasgow City",11
"3251",2021-07-12,"S12000013","Na h-Eileanan Siar",0
"3252",2021-07-12,"S12000011","East Renfrewshire",0
"3253",2021-07-12,"S12000017","Highland",2
"3254",2021-07-12,"S12000020","Moray",0
"3255",2021-07-12,"S08000028","Western Isles",0
"3256",2021-07-12,"S12000021","North Ayrshire",0
"3257",2021-07-12,"S08000030","Tayside",9
"3258",2021-07-12,"S12000027","Shetland Islands",0
"3259",2021-07-12,"S08000026","Shetland",0
"3260",2021-07-12,"S12000014","Falkirk",2
"3261",2021-07-12,"S12000006","Dumfries and Galloway",0
"3262",2021-07-12,"S12000036","City of Edinburgh",6
"3263",2021-07-12,"S12000018","Inverclyde",1
"3264",2021-07-12,"S12000026","Scottish Borders",1
"3265",2021-07-12,"S12000038","Renfrewshire",1
"3266",2021-07-12,"S08000017","Dumfries and Galloway",0
"3267",2021-07-12,"S12000048","Perth and Kinross",3
"3268",2021-07-12,"S12000040","West Lothian",0
"3269",2021-07-12,"S12000041","Angus",1
"3270",2021-07-12,"S12000023","Orkney Islands",0
"3271",2021-07-12,"S12000050","North Lanarkshire",4
"3272",2021-07-12,"S92000003","Scotland",47
"3273",2021-07-12,"S12000028","South Ayrshire",1
"3274",2021-07-12,"S12000042","Dundee City",5
"3275",2021-07-12,"S12000033","Aberdeen City",0
"3276",2021-07-12,"S12000045","East Dunbartonshire",0
"3277",2021-07-12,"S12000029","South Lanarkshire",1
"3278",2021-07-12,"S12000008","East Ayrshire",2
"3279",2021-07-12,"S12000005","Clackmannanshire",0
"3280",2021-07-12,"S08000016","Borders",1
"3281",2021-07-12,"S08000015","Ayrshire and Arran",3
"3282",2021-07-12,"S08000025","Orkney",0
"3283",2021-07-12,"S12000030","Stirling",1
"3284",2021-07-12,"S08000020","Grampian",1
"3285",2021-07-12,"S12000010","East Lothian",2
"3286",2021-07-12,"S12000034","Aberdeenshire",1
"3287",2021-07-12,"S08000019","Forth Valley",3
"3288",2021-07-12,"S12000019","Midlothian",1
"3289",2021-07-12,"S08000032","Lanarkshire",5
"3290",2021-07-12,"S08000022","Highland",2
"3291",2021-07-19,"S12000010","East Lothian",1
"3292",2021-07-19,"S08000015","Ayrshire and Arran",2
"3293",2021-07-19,"S12000038","Renfrewshire",4
"3294",2021-07-19,"S12000021","North Ayrshire",1
"3295",2021-07-19,"S12000008","East Ayrshire",1
"3296",2021-07-19,"S12000018","Inverclyde",0
"3297",2021-07-19,"S12000029","South Lanarkshire",2
"3298",2021-07-19,"S12000005","Clackmannanshire",0
"3299",2021-07-19,"S12000019","Midlothian",2
"3300",2021-07-19,"S08000019","Forth Valley",4
"3301",2021-07-19,"S08000031","Greater Glasgow and Clyde",12
"3302",2021-07-19,"S12000013","Na h-Eileanan Siar",0
"3303",2021-07-19,"S08000020","Grampian",0
"3304",2021-07-19,"S12000006","Dumfries and Galloway",0
"3305",2021-07-19,"S08000029","Fife",4
"3306",2021-07-19,"S12000033","Aberdeen City",0
"3307",2021-07-19,"S12000040","West Lothian",0
"3308",2021-07-19,"S12000020","Moray",0
"3309",2021-07-19,"S08000028","Western Isles",0
"3310",2021-07-19,"S12000011","East Renfrewshire",0
"3311",2021-07-19,"S12000041","Angus",1
"3312",2021-07-19,"S08000030","Tayside",12
"3313",2021-07-19,"S12000014","Falkirk",2
"3314",2021-07-19,"S12000036","City of Edinburgh",7
"3315",2021-07-19,"S12000027","Shetland Islands",0
"3316",2021-07-19,"S12000035","Argyll and Bute",0
"3317",2021-07-19,"S08000022","Highland",1
"3318",2021-07-19,"S12000050","North Lanarkshire",7
"3319",2021-07-19,"S08000016","Borders",1
"3320",2021-07-19,"S12000026","Scottish Borders",1
"3321",2021-07-19,"S12000028","South Ayrshire",0
"3322",2021-07-19,"S08000026","Shetland",0
"3323",2021-07-19,"S12000042","Dundee City",7
"3324",2021-07-19,"S12000047","Fife",4
"3325",2021-07-19,"S92000003","Scotland",56
"3326",2021-07-19,"S08000017","Dumfries and Galloway",0
"3327",2021-07-19,"S08000024","Lothian",10
"3328",2021-07-19,"S12000030","Stirling",2
"3329",2021-07-19,"S08000032","Lanarkshire",9
"3330",2021-07-19,"S08000025","Orkney",1
"3331",2021-07-19,"S12000034","Aberdeenshire",0
"3332",2021-07-19,"S12000048","Perth and Kinross",4
"3333",2021-07-19,"S12000017","Highland",1
"3334",2021-07-19,"S12000039","West Dunbartonshire",0
"3335",2021-07-19,"S12000045","East Dunbartonshire",0
"3336",2021-07-19,"S12000023","Orkney Islands",1
"3337",2021-07-19,"S12000049","Glasgow City",8
"3338",2021-07-26,"S12000040","West Lothian",4
"3339",2021-07-26,"S12000029","South Lanarkshire",4
"3340",2021-07-26,"S12000021","North Ayrshire",0
"3341",2021-07-26,"S12000020","Moray",2
"3342",2021-07-26,"S92000003","Scotland",46
"3343",2021-07-26,"S12000019","Midlothian",1
"3344",2021-07-26,"S08000030","Tayside",3
"3345",2021-07-26,"S08000022","Highland",2
"3346",2021-07-26,"S12000033","Aberdeen City",2
"3347",2021-07-26,"S12000036","City of Edinburgh",3
"3348",2021-07-26,"S12000005","Clackmannanshire",0
"3349",2021-07-26,"S12000048","Perth and Kinross",0
"3350",2021-07-26,"S08000020","Grampian",4
"3351",2021-07-26,"S12000030","Stirling",1
"3352",2021-07-26,"S08000026","Shetland",0
"3353",2021-07-26,"S08000017","Dumfries and Galloway",0
"3354",2021-07-26,"S12000026","Scottish Borders",1
"3355",2021-07-26,"S08000025","Orkney",0
"3356",2021-07-26,"S08000024","Lothian",9
"3357",2021-07-26,"S12000047","Fife",5
"3358",2021-07-26,"S12000013","Na h-Eileanan Siar",0
"3359",2021-07-26,"S12000018","Inverclyde",1
"3360",2021-07-26,"S12000017","Highland",1
"3361",2021-07-26,"S12000034","Aberdeenshire",0
"3362",2021-07-26,"S08000031","Greater Glasgow and Clyde",11
"3363",2021-07-26,"S12000006","Dumfries and Galloway",0
"3364",2021-07-26,"S12000010","East Lothian",1
"3365",2021-07-26,"S12000045","East Dunbartonshire",0
"3366",2021-07-26,"S08000015","Ayrshire and Arran",2
"3367",2021-07-26,"S12000049","Glasgow City",9
"3368",2021-07-26,"S12000039","West Dunbartonshire",0
"3369",2021-07-26,"S12000050","North Lanarkshire",3
"3370",2021-07-26,"S08000032","Lanarkshire",7
"3371",2021-07-26,"S12000028","South Ayrshire",0
"3372",2021-07-26,"S12000041","Angus",2
"3373",2021-07-26,"S08000016","Borders",1
"3374",2021-07-26,"S12000042","Dundee City",1
"3375",2021-07-26,"S12000023","Orkney Islands",0
"3376",2021-07-26,"S12000035","Argyll and Bute",1
"3377",2021-07-26,"S12000038","Renfrewshire",0
"3378",2021-07-26,"S08000029","Fife",5
"3379",2021-07-26,"S12000011","East Renfrewshire",1
"3380",2021-07-26,"S08000028","Western Isles",0
"3381",2021-07-26,"S08000019","Forth Valley",2
"3382",2021-07-26,"S12000014","Falkirk",1
"3383",2021-07-26,"S12000008","East Ayrshire",2
"3384",2021-07-26,"S12000027","Shetland Islands",0
"3385",2021-08-02,"S12000038","Renfrewshire",0
"3386",2021-08-02,"S12000008","East Ayrshire",0
"3387",2021-08-02,"S08000025","Orkney",0
"3388",2021-08-02,"S92000003","Scotland",54
"3389",2021-08-02,"S12000023","Orkney Islands",0
"3390",2021-08-02,"S12000013","Na h-Eileanan Siar",3
"3391",2021-08-02,"S12000050","North Lanarkshire",7
"3392",2021-08-02,"S08000015","Ayrshire and Arran",2
"3393",2021-08-02,"S12000042","Dundee City",6
"3394",2021-08-02,"S08000032","Lanarkshire",11
"3395",2021-08-02,"S08000017","Dumfries and Galloway",1
"3396",2021-08-02,"S08000020","Grampian",6
"3397",2021-08-02,"S12000045","East Dunbartonshire",1
"3398",2021-08-02,"S12000040","West Lothian",1
"3399",2021-08-02,"S12000010","East Lothian",0
"3400",2021-08-02,"S12000041","Angus",0
"3401",2021-08-02,"S12000018","Inverclyde",0
"3402",2021-08-02,"S08000029","Fife",2
"3403",2021-08-02,"S12000030","Stirling",0
"3404",2021-08-02,"S12000033","Aberdeen City",2
"3405",2021-08-02,"S12000028","South Ayrshire",1
"3406",2021-08-02,"S08000016","Borders",3
"3407",2021-08-02,"S12000011","East Renfrewshire",1
"3408",2021-08-02,"S08000022","Highland",4
"3409",2021-08-02,"S12000049","Glasgow City",8
"3410",2021-08-02,"S12000020","Moray",0
"3411",2021-08-02,"S12000027","Shetland Islands",0
"3412",2021-08-02,"S12000014","Falkirk",1
"3413",2021-08-02,"S12000017","Highland",4
"3414",2021-08-02,"S08000030","Tayside",7
"3415",2021-08-02,"S08000031","Greater Glasgow and Clyde",11
"3416",2021-08-02,"S12000005","Clackmannanshire",0
"3417",2021-08-02,"S12000019","Midlothian",0
"3418",2021-08-02,"S12000048","Perth and Kinross",1
"3419",2021-08-02,"S08000019","Forth Valley",1
"3420",2021-08-02,"S12000034","Aberdeenshire",4
"3421",2021-08-02,"S12000006","Dumfries and Galloway",1
"3422",2021-08-02,"S08000024","Lothian",3
"3423",2021-08-02,"S12000021","North Ayrshire",1
"3424",2021-08-02,"S08000028","Western Isles",3
"3425",2021-08-02,"S12000039","West Dunbartonshire",1
"3426",2021-08-02,"S12000047","Fife",2
"3427",2021-08-02,"S12000026","Scottish Borders",3
"3428",2021-08-02,"S08000026","Shetland",0
"3429",2021-08-02,"S12000036","City of Edinburgh",2
"3430",2021-08-02,"S12000029","South Lanarkshire",4
"3431",2021-08-02,"S12000035","Argyll and Bute",0
"3432",2021-08-09,"S12000019","Midlothian",0
"3433",2021-08-09,"S12000038","Renfrewshire",1
"3434",2021-08-09,"S12000027","Shetland Islands",0
"3435",2021-08-09,"S12000034","Aberdeenshire",0
"3436",2021-08-09,"S12000041","Angus",0
"3437",2021-08-09,"S12000030","Stirling",0
"3438",2021-08-09,"S12000021","North Ayrshire",0
"3439",2021-08-09,"S12000036","City of Edinburgh",5
"3440",2021-08-09,"S12000035","Argyll and Bute",0
"3441",2021-08-09,"S12000023","Orkney Islands",0
"3442",2021-08-09,"S12000028","South Ayrshire",2
"3443",2021-08-09,"S12000042","Dundee City",2
"3444",2021-08-09,"S12000045","East Dunbartonshire",0
"3445",2021-08-09,"S12000033","Aberdeen City",2
"3446",2021-08-09,"S12000026","Scottish Borders",0
"3447",2021-08-09,"S12000020","Moray",0
"3448",2021-08-09,"S12000014","Falkirk",2
"3449",2021-08-09,"S92000003","Scotland",41
"3450",2021-08-09,"S12000011","East Renfrewshire",2
"3451",2021-08-09,"S12000018","Inverclyde",2
"3452",2021-08-09,"S12000049","Glasgow City",5
"3453",2021-08-09,"S12000017","Highland",3
"3454",2021-08-09,"S12000047","Fife",0
"3455",2021-08-09,"S08000029","Fife",0
"3456",2021-08-09,"S08000030","Tayside",2
"3457",2021-08-09,"S12000048","Perth and Kinross",0
"3458",2021-08-09,"S12000008","East Ayrshire",1
"3459",2021-08-09,"S08000016","Borders",0
"3460",2021-08-09,"S08000028","Western Isles",0
"3461",2021-08-09,"S12000010","East Lothian",1
"3462",2021-08-09,"S08000022","Highland",3
"3463",2021-08-09,"S08000020","Grampian",2
"3464",2021-08-09,"S08000015","Ayrshire and Arran",3
"3465",2021-08-09,"S08000026","Shetland",0
"3466",2021-08-09,"S08000017","Dumfries and Galloway",0
"3467",2021-08-09,"S12000005","Clackmannanshire",1
"3468",2021-08-09,"S08000025","Orkney",0
"3469",2021-08-09,"S08000019","Forth Valley",3
"3470",2021-08-09,"S12000039","West Dunbartonshire",5
"3471",2021-08-09,"S08000032","Lanarkshire",5
"3472",2021-08-09,"S08000031","Greater Glasgow and Clyde",15
"3473",2021-08-09,"S08000024","Lothian",8
"3474",2021-08-09,"S12000006","Dumfries and Galloway",0
"3475",2021-08-09,"S12000050","North Lanarkshire",5
"3476",2021-08-09,"S12000040","West Lothian",2
"3477",2021-08-09,"S12000013","Na h-Eileanan Siar",0
"3478",2021-08-09,"S12000029","South Lanarkshire",0
"3479",2021-08-16,"S08000017","Dumfries and Galloway",2
"3480",2021-08-16,"S12000026","Scottish Borders",4
"3481",2021-08-16,"S12000040","West Lothian",0
"3482",2021-08-16,"S12000033","Aberdeen City",2
"3483",2021-08-16,"S12000011","East Renfrewshire",0
"3484",2021-08-16,"S08000015","Ayrshire and Arran",3
"3485",2021-08-16,"S08000022","Highland",3
"3486",2021-08-16,"S12000017","Highland",1
"3487",2021-08-16,"S12000045","East Dunbartonshire",1
"3488",2021-08-16,"S12000042","Dundee City",0
"3489",2021-08-16,"S12000019","Midlothian",1
"3490",2021-08-16,"S12000014","Falkirk",1
"3491",2021-08-16,"S12000006","Dumfries and Galloway",2
"3492",2021-08-16,"S12000021","North Ayrshire",1
"3493",2021-08-16,"S12000008","East Ayrshire",2
"3494",2021-08-16,"S08000030","Tayside",4
"3495",2021-08-16,"S08000020","Grampian",2
"3496",2021-08-16,"S12000034","Aberdeenshire",0
"3497",2021-08-16,"S08000024","Lothian",5
"3498",2021-08-16,"S08000026","Shetland",1
"3499",2021-08-16,"S12000027","Shetland Islands",1
"3500",2021-08-16,"S08000031","Greater Glasgow and Clyde",6
"3501",2021-08-16,"S08000028","Western Isles",0
"3502",2021-08-16,"S12000047","Fife",4
"3503",2021-08-16,"S92000003","Scotland",41
"3504",2021-08-16,"S12000020","Moray",0
"3505",2021-08-16,"S12000036","City of Edinburgh",4
"3506",2021-08-16,"S08000016","Borders",4
"3507",2021-08-16,"S08000032","Lanarkshire",6
"3508",2021-08-16,"S12000039","West Dunbartonshire",1
"3509",2021-08-16,"S12000048","Perth and Kinross",2
"3510",2021-08-16,"S08000019","Forth Valley",1
"3511",2021-08-16,"S12000035","Argyll and Bute",2
"3512",2021-08-16,"S12000038","Renfrewshire",1
"3513",2021-08-16,"S12000028","South Ayrshire",0
"3514",2021-08-16,"S08000029","Fife",4
"3515",2021-08-16,"S12000005","Clackmannanshire",0
"3516",2021-08-16,"S12000041","Angus",2
"3517",2021-08-16,"S12000029","South Lanarkshire",4
"3518",2021-08-16,"S12000018","Inverclyde",0
"3519",2021-08-16,"S12000013","Na h-Eileanan Siar",0
"3520",2021-08-16,"S08000025","Orkney",0
"3521",2021-08-16,"S12000050","North Lanarkshire",2
"3522",2021-08-16,"S12000049","Glasgow City",3
"3523",2021-08-16,"S12000023","Orkney Islands",0
"3524",2021-08-16,"S12000030","Stirling",0
"3525",2021-08-16,"S12000010","East Lothian",0
"3526",2021-08-23,"S12000027","Shetland Islands",0
"3527",2021-08-23,"S12000034","Aberdeenshire",0
"3528",2021-08-23,"S12000038","Renfrewshire",2
"3529",2021-08-23,"S12000045","East Dunbartonshire",1
"3530",2021-08-23,"S12000017","Highland",1
"3531",2021-08-23,"S12000023","Orkney Islands",0
"3532",2021-08-23,"S12000040","West Lothian",3
"3533",2021-08-23,"S92000003","Scotland",49
"3534",2021-08-23,"S12000005","Clackmannanshire",0
"3535",2021-08-23,"S12000033","Aberdeen City",2
"3536",2021-08-23,"S12000039","West Dunbartonshire",0
"3537",2021-08-23,"S12000036","City of Edinburgh",3
"3538",2021-08-23,"S12000049","Glasgow City",6
"3539",2021-08-23,"S08000022","Highland",2
"3540",2021-08-23,"S12000026","Scottish Borders",7
"3541",2021-08-23,"S12000006","Dumfries and Galloway",0
"3542",2021-08-23,"S12000050","North Lanarkshire",4
"3543",2021-08-23,"S08000031","Greater Glasgow and Clyde",9
"3544",2021-08-23,"S08000032","Lanarkshire",6
"3545",2021-08-23,"S12000028","South Ayrshire",1
"3546",2021-08-23,"S12000029","South Lanarkshire",2
"3547",2021-08-23,"S12000047","Fife",1
"3548",2021-08-23,"S12000008","East Ayrshire",2
"3549",2021-08-23,"S08000024","Lothian",11
"3550",2021-08-23,"S12000010","East Lothian",5
"3551",2021-08-23,"S08000016","Borders",7
"3552",2021-08-23,"S08000025","Orkney",0
"3553",2021-08-23,"S08000017","Dumfries and Galloway",0
"3554",2021-08-23,"S12000011","East Renfrewshire",0
"3555",2021-08-23,"S12000013","Na h-Eileanan Siar",1
"3556",2021-08-23,"S08000026","Shetland",0
"3557",2021-08-23,"S08000019","Forth Valley",4
"3558",2021-08-23,"S08000030","Tayside",2
"3559",2021-08-23,"S12000041","Angus",0
"3560",2021-08-23,"S12000020","Moray",1
"3561",2021-08-23,"S12000021","North Ayrshire",0
"3562",2021-08-23,"S12000018","Inverclyde",0
"3563",2021-08-23,"S12000014","Falkirk",3
"3564",2021-08-23,"S08000020","Grampian",3
"3565",2021-08-23,"S12000048","Perth and Kinross",1
"3566",2021-08-23,"S08000029","Fife",1
"3567",2021-08-23,"S12000035","Argyll and Bute",1
"3568",2021-08-23,"S12000030","Stirling",1
"3569",2021-08-23,"S08000015","Ayrshire and Arran",3
"3570",2021-08-23,"S12000019","Midlothian",0
"3571",2021-08-23,"S12000042","Dundee City",1
"3572",2021-08-23,"S08000028","Western Isles",1
"3573",2021-08-30,"S12000050","North Lanarkshire",6
"3574",2021-08-30,"S12000035","Argyll and Bute",0
"3575",2021-08-30,"S12000010","East Lothian",3
"3576",2021-08-30,"S08000019","Forth Valley",5
"3577",2021-08-30,"S12000023","Orkney Islands",0
"3578",2021-08-30,"S12000019","Midlothian",0
"3579",2021-08-30,"S12000036","City of Edinburgh",6
"3580",2021-08-30,"S08000015","Ayrshire and Arran",3
"3581",2021-08-30,"S08000031","Greater Glasgow and Clyde",15
"3582",2021-08-30,"S12000028","South Ayrshire",1
"3583",2021-08-30,"S12000038","Renfrewshire",2
"3584",2021-08-30,"S12000020","Moray",0
"3585",2021-08-30,"S08000026","Shetland",0
"3586",2021-08-30,"S92000003","Scotland",58
"3587",2021-08-30,"S08000017","Dumfries and Galloway",2
"3588",2021-08-30,"S12000017","Highland",0
"3589",2021-08-30,"S12000029","South Lanarkshire",4
"3590",2021-08-30,"S12000013","Na h-Eileanan Siar",0
"3591",2021-08-30,"S12000011","East Renfrewshire",1
"3592",2021-08-30,"S12000047","Fife",4
"3593",2021-08-30,"S08000028","Western Isles",0
"3594",2021-08-30,"S12000039","West Dunbartonshire",0
"3595",2021-08-30,"S12000030","Stirling",3
"3596",2021-08-30,"S08000024","Lothian",9
"3597",2021-08-30,"S08000025","Orkney",0
"3598",2021-08-30,"S12000005","Clackmannanshire",1
"3599",2021-08-30,"S12000042","Dundee City",0
"3600",2021-08-30,"S12000045","East Dunbartonshire",1
"3601",2021-08-30,"S08000030","Tayside",4
"3602",2021-08-30,"S08000020","Grampian",3
"3603",2021-08-30,"S12000027","Shetland Islands",0
"3604",2021-08-30,"S12000021","North Ayrshire",1
"3605",2021-08-30,"S12000048","Perth and Kinross",3
"3606",2021-08-30,"S12000014","Falkirk",1
"3607",2021-08-30,"S12000018","Inverclyde",1
"3608",2021-08-30,"S08000032","Lanarkshire",10
"3609",2021-08-30,"S12000033","Aberdeen City",2
"3610",2021-08-30,"S12000008","East Ayrshire",1
"3611",2021-08-30,"S12000049","Glasgow City",10
"3612",2021-08-30,"S12000034","Aberdeenshire",1
"3613",2021-08-30,"S12000041","Angus",1
"3614",2021-08-30,"S08000016","Borders",3
"3615",2021-08-30,"S08000022","Highland",0
"3616",2021-08-30,"S12000026","Scottish Borders",3
"3617",2021-08-30,"S12000040","West Lothian",0
"3618",2021-08-30,"S12000006","Dumfries and Galloway",2
"3619",2021-08-30,"S08000029","Fife",4
"3620",2021-09-06,"S08000016","Borders",1
"3621",2021-09-06,"S12000029","South Lanarkshire",7
"3622",2021-09-06,"S08000017","Dumfries and Galloway",4
"3623",2021-09-06,"S08000022","Highland",1
"3624",2021-09-06,"S12000041","Angus",0
"3625",2021-09-06,"S08000020","Grampian",1
"3626",2021-09-06,"S12000038","Renfrewshire",4
"3627",2021-09-06,"S12000033","Aberdeen City",0
"3628",2021-09-06,"S12000034","Aberdeenshire",1
"3629",2021-09-06,"S12000048","Perth and Kinross",2
"3630",2021-09-06,"S08000029","Fife",4
"3631",2021-09-06,"S08000030","Tayside",8
"3632",2021-09-06,"S12000018","Inverclyde",2
"3633",2021-09-06,"S12000021","North Ayrshire",2
"3634",2021-09-06,"S12000020","Moray",0
"3635",2021-09-06,"S08000015","Ayrshire and Arran",4
"3636",2021-09-06,"S08000019","Forth Valley",7
"3637",2021-09-06,"S12000011","East Renfrewshire",1
"3638",2021-09-06,"S12000045","East Dunbartonshire",1
"3639",2021-09-06,"S12000040","West Lothian",4
"3640",2021-09-06,"S12000005","Clackmannanshire",2
"3641",2021-09-06,"S12000014","Falkirk",4
"3642",2021-09-06,"S08000032","Lanarkshire",15
"3643",2021-09-06,"S92000003","Scotland",80
"3644",2021-09-06,"S08000025","Orkney",1
"3645",2021-09-06,"S08000026","Shetland",1
"3646",2021-09-06,"S12000028","South Ayrshire",2
"3647",2021-09-06,"S12000049","Glasgow City",11
"3648",2021-09-06,"S12000006","Dumfries and Galloway",4
"3649",2021-09-06,"S12000050","North Lanarkshire",8
"3650",2021-09-06,"S12000017","Highland",1
"3651",2021-09-06,"S12000047","Fife",4
"3652",2021-09-06,"S08000031","Greater Glasgow and Clyde",21
"3653",2021-09-06,"S12000026","Scottish Borders",1
"3654",2021-09-06,"S08000028","Western Isles",0
"3655",2021-09-06,"S12000027","Shetland Islands",1
"3656",2021-09-06,"S12000013","Na h-Eileanan Siar",0
"3657",2021-09-06,"S12000010","East Lothian",2
"3658",2021-09-06,"S12000036","City of Edinburgh",5
"3659",2021-09-06,"S12000042","Dundee City",6
"3660",2021-09-06,"S12000008","East Ayrshire",0
"3661",2021-09-06,"S12000023","Orkney Islands",1
"3662",2021-09-06,"S12000035","Argyll and Bute",0
"3663",2021-09-06,"S12000030","Stirling",1
"3664",2021-09-06,"S08000024","Lothian",12
"3665",2021-09-06,"S12000019","Midlothian",1
"3666",2021-09-06,"S12000039","West Dunbartonshire",2
"3667",2021-09-13,"S12000042","Dundee City",3
"3668",2021-09-13,"S08000016","Borders",6
"3669",2021-09-13,"S12000045","East Dunbartonshire",1
"3670",2021-09-13,"S92000003","Scotland",135
"3671",2021-09-13,"S12000040","West Lothian",8
"3672",2021-09-13,"S12000019","Midlothian",2
"3673",2021-09-13,"S08000015","Ayrshire and Arran",14
"3674",2021-09-13,"S08000025","Orkney",0
"3675",2021-09-13,"S08000028","Western Isles",0
"3676",2021-09-13,"S12000014","Falkirk",6
"3677",2021-09-13,"S12000027","Shetland Islands",0
"3678",2021-09-13,"S12000008","East Ayrshire",5
"3679",2021-09-13,"S12000021","North Ayrshire",6
"3680",2021-09-13,"S08000029","Fife",7
"3681",2021-09-13,"S12000026","Scottish Borders",6
"3682",2021-09-13,"S12000047","Fife",7
"3683",2021-09-13,"S12000006","Dumfries and Galloway",6
"3684",2021-09-13,"S08000020","Grampian",5
"3685",2021-09-13,"S12000035","Argyll and Bute",0
"3686",2021-09-13,"S12000034","Aberdeenshire",0
"3687",2021-09-13,"S12000029","South Lanarkshire",5
"3688",2021-09-13,"S12000030","Stirling",1
"3689",2021-09-13,"S12000018","Inverclyde",1
"3690",2021-09-13,"S08000022","Highland",6
"3691",2021-09-13,"S08000030","Tayside",9
"3692",2021-09-13,"S12000013","Na h-Eileanan Siar",0
"3693",2021-09-13,"S12000041","Angus",1
"3694",2021-09-13,"S12000048","Perth and Kinross",5
"3695",2021-09-13,"S12000033","Aberdeen City",4
"3696",2021-09-13,"S12000017","Highland",6
"3697",2021-09-13,"S08000031","Greater Glasgow and Clyde",34
"3698",2021-09-13,"S12000028","South Ayrshire",3
"3699",2021-09-13,"S12000020","Moray",1
"3700",2021-09-13,"S12000038","Renfrewshire",5
"3701",2021-09-13,"S08000019","Forth Valley",8
"3702",2021-09-13,"S12000036","City of Edinburgh",9
"3703",2021-09-13,"S12000010","East Lothian",4
"3704",2021-09-13,"S12000011","East Renfrewshire",0
"3705",2021-09-13,"S08000026","Shetland",0
"3706",2021-09-13,"S08000017","Dumfries and Galloway",6
"3707",2021-09-13,"S12000023","Orkney Islands",0
"3708",2021-09-13,"S12000005","Clackmannanshire",1
"3709",2021-09-13,"S12000050","North Lanarkshire",12
"3710",2021-09-13,"S08000032","Lanarkshire",17
"3711",2021-09-13,"S12000039","West Dunbartonshire",5
"3712",2021-09-13,"S08000024","Lothian",23
"3713",2021-09-13,"S12000049","Glasgow City",22
"3714",2021-09-20,"S12000013","Na h-Eileanan Siar",0
"3715",2021-09-20,"S08000026","Shetland",0
"3716",2021-09-20,"S12000042","Dundee City",9
"3717",2021-09-20,"S12000018","Inverclyde",5
"3718",2021-09-20,"S12000038","Renfrewshire",11
"3719",2021-09-20,"S12000006","Dumfries and Galloway",4
"3720",2021-09-20,"S12000041","Angus",0
"3721",2021-09-20,"S08000025","Orkney",0
"3722",2021-09-20,"S08000024","Lothian",21
"3723",2021-09-20,"S12000014","Falkirk",3
"3724",2021-09-20,"S12000035","Argyll and Bute",4
"3725",2021-09-20,"S12000036","City of Edinburgh",10
"3726",2021-09-20,"S12000011","East Renfrewshire",5
"3727",2021-09-20,"S12000040","West Lothian",6
"3728",2021-09-20,"S12000017","Highland",1
"3729",2021-09-20,"S12000033","Aberdeen City",5
"3730",2021-09-20,"S08000029","Fife",6
"3731",2021-09-20,"S12000010","East Lothian",1
"3732",2021-09-20,"S08000031","Greater Glasgow and Clyde",55
"3733",2021-09-20,"S08000028","Western Isles",0
"3734",2021-09-20,"S12000020","Moray",1
"3735",2021-09-20,"S12000048","Perth and Kinross",5
"3736",2021-09-20,"S12000021","North Ayrshire",5
"3737",2021-09-20,"S08000030","Tayside",14
"3738",2021-09-20,"S08000017","Dumfries and Galloway",4
"3739",2021-09-20,"S08000032","Lanarkshire",23
"3740",2021-09-20,"S12000049","Glasgow City",23
"3741",2021-09-20,"S12000023","Orkney Islands",0
"3742",2021-09-20,"S12000047","Fife",6
"3743",2021-09-20,"S08000022","Highland",5
"3744",2021-09-20,"S12000026","Scottish Borders",4
"3745",2021-09-20,"S12000027","Shetland Islands",0
"3746",2021-09-20,"S12000028","South Ayrshire",8
"3747",2021-09-20,"S12000005","Clackmannanshire",1
"3748",2021-09-20,"S08000020","Grampian",13
"3749",2021-09-20,"S12000050","North Lanarkshire",9
"3750",2021-09-20,"S12000030","Stirling",0
"3751",2021-09-20,"S12000008","East Ayrshire",5
"3752",2021-09-20,"S08000015","Ayrshire and Arran",18
"3753",2021-09-20,"S12000045","East Dunbartonshire",7
"3754",2021-09-20,"S12000029","South Lanarkshire",14
"3755",2021-09-20,"S12000039","West Dunbartonshire",4
"3756",2021-09-20,"S08000016","Borders",4
"3757",2021-09-20,"S92000003","Scotland",167
"3758",2021-09-20,"S08000019","Forth Valley",4
"3759",2021-09-20,"S12000034","Aberdeenshire",7
"3760",2021-09-20,"S12000019","Midlothian",4
"3761",2021-09-27,"S12000029","South Lanarkshire",4
